,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2017-11-01,3513.86727508586,-8889.757574490808,16309.735408863828,3513.86727508586,3513.86727508586,97.82711269992457,97.82711269992457,97.82711269992457,97.82711269992457,97.82711269992457,97.82711269992457,0.0,0.0,0.0,3611.694387785785
1,2017-11-02,3526.4641900248525,-7527.818742084916,18656.67255467224,3526.4641900248525,3526.4641900248525,1900.8375297448003,1900.8375297448003,1900.8375297448003,1900.8375297448003,1900.8375297448003,1900.8375297448003,0.0,0.0,0.0,5427.301719769653
2,2017-11-03,3539.0611049638455,-7452.47407626941,17429.976787162064,3539.0611049638455,3539.0611049638455,1345.0958835725123,1345.0958835725123,1345.0958835725123,1345.0958835725123,1345.0958835725123,1345.0958835725123,0.0,0.0,0.0,4884.156988536358
3,2017-11-04,3551.6580199028385,-15909.508971769257,8809.898002695993,3551.6580199028385,3551.6580199028385,-6119.925629262772,-6119.925629262772,-6119.925629262772,-6119.925629262772,-6119.925629262772,-6119.925629262772,0.0,0.0,0.0,-2568.267609359934
4,2017-11-05,3564.254934841831,-11752.250366339595,14105.63867657366,3564.254934841831,3564.254934841831,-2625.8729109529236,-2625.8729109529236,-2625.8729109529236,-2625.8729109529236,-2625.8729109529236,-2625.8729109529236,0.0,0.0,0.0,938.3820238889075
5,2017-11-06,3576.851849780824,-7538.230434198685,18218.902977936115,3576.851849780824,3576.851849780824,1219.6904999759688,1219.6904999759688,1219.6904999759688,1219.6904999759688,1219.6904999759688,1219.6904999759688,0.0,0.0,0.0,4796.542349756793
6,2017-11-07,3589.4487647198166,-4630.231183450875,21101.106913989523,3589.4487647198166,3589.4487647198166,4182.347514247735,4182.347514247735,4182.347514247735,4182.347514247735,4182.347514247735,4182.347514247735,0.0,0.0,0.0,7771.796278967551
7,2017-11-08,3602.0456796588096,-8099.814741217787,16306.548324124162,3602.0456796588096,3602.0456796588096,97.82711270162278,97.82711270162278,97.82711270162278,97.82711270162278,97.82711270162278,97.82711270162278,0.0,0.0,0.0,3699.8727923604324
8,2017-11-09,3614.642594597803,-6661.6837541518,18109.68602321699,3614.642594597803,3614.642594597803,1900.8375297503821,1900.8375297503821,1900.8375297503821,1900.8375297503821,1900.8375297503821,1900.8375297503821,0.0,0.0,0.0,5515.480124348185
9,2017-11-10,3627.239509536796,-7262.973729009155,17382.569554621605,3627.239509536796,3627.239509536796,1345.0958835621482,1345.0958835621482,1345.0958835621482,1345.0958835621482,1345.0958835621482,1345.0958835621482,0.0,0.0,0.0,4972.335393098944
10,2017-11-11,3639.8364244757886,-14266.233988650212,10703.586231915815,3639.8364244757886,3639.8364244757886,-6119.925629267024,-6119.925629267024,-6119.925629267024,-6119.925629267024,-6119.925629267024,-6119.925629267024,0.0,0.0,0.0,-2480.0892047912357
11,2017-11-12,3652.4333394147816,-10485.45038137137,14045.280165950988,3652.4333394147816,3652.4333394147816,-2625.872910948323,-2625.872910948323,-2625.872910948323,-2625.872910948323,-2625.872910948323,-2625.872910948323,0.0,0.0,0.0,1026.5604284664587
12,2017-11-13,3665.030254353774,-7036.624620647311,17685.012754142594,3665.030254353774,3665.030254353774,1219.690499977294,1219.690499977294,1219.690499977294,1219.690499977294,1219.690499977294,1219.690499977294,0.0,0.0,0.0,4884.720754331068
13,2017-11-14,3677.627169292767,-4085.9336465917154,20221.264164254102,3677.627169292767,3677.627169292767,4182.34751424308,4182.34751424308,4182.34751424308,4182.34751424308,4182.34751424308,4182.34751424308,0.0,0.0,0.0,7859.974683535847
14,2017-11-15,3690.22408423176,-7354.407998171855,16686.64877661103,3690.22408423176,3690.22408423176,97.82711269515853,97.82711269515853,97.82711269515853,97.82711269515853,97.82711269515853,97.82711269515853,0.0,0.0,0.0,3788.0511969269187
15,2017-11-16,3702.8209991707527,-6478.2612933293,18794.6679309315,3702.8209991707527,3702.8209991707527,1900.8375297358127,1900.8375297358127,1900.8375297358127,1900.8375297358127,1900.8375297358127,1900.8375297358127,0.0,0.0,0.0,5603.658528906565
16,2017-11-17,3715.4179141097457,-7544.413293354981,16944.962054359356,3715.4179141097457,3715.4179141097457,1345.0958835605952,1345.0958835605952,1345.0958835605952,1345.0958835605952,1345.0958835605952,1345.0958835605952,0.0,0.0,0.0,5060.513797670341
17,2017-11-18,3728.014829048738,-15126.158071142037,9536.302592173746,3728.014829048738,3728.014829048738,-6119.925629271279,-6119.925629271279,-6119.925629271279,-6119.925629271279,-6119.925629271279,-6119.925629271279,0.0,0.0,0.0,-2391.9108002225407
18,2017-11-19,3740.611743987731,-11417.023119174079,14671.660374082521,3740.6117439877307,3740.6117439877307,-2625.8729109437227,-2625.8729109437227,-2625.8729109437227,-2625.8729109437227,-2625.8729109437227,-2625.8729109437227,0.0,0.0,0.0,1114.7388330440085
19,2017-11-20,3753.208658926724,-7704.952523914816,19166.450656680234,3753.208658926724,3753.208658926724,1219.690499974611,1219.690499974611,1219.690499974611,1219.690499974611,1219.690499974611,1219.690499974611,0.0,0.0,0.0,4972.899158901335
20,2017-11-21,3765.805577371333,-4509.485799217802,21067.17133485308,3765.805577371333,3765.805577371333,4182.347514246224,4182.347514246224,4182.347514246224,4182.347514246224,4182.347514246224,4182.347514246224,0.0,0.0,0.0,7948.153091617557
21,2017-11-22,3778.4024958159425,-9138.71269386271,16356.343545586633,3778.4024958159425,3778.4024958159425,97.82711269685667,97.82711269685667,97.82711269685667,97.82711269685667,97.82711269685667,97.82711269685667,0.0,0.0,0.0,3876.229608512799
22,2017-11-23,3790.9994142605524,-7235.012599592333,18328.9060648477,3790.9994142605524,3790.9994142605524,1900.8375297448495,1900.8375297448495,1900.8375297448495,1900.8375297448495,1900.8375297448495,1900.8375297448495,0.0,0.0,0.0,5691.836944005402
23,2017-11-24,3803.5963327051613,-6826.472424016987,17225.556741864737,3803.5963327051613,3803.5963327051613,1345.0958835502306,1345.0958835502306,1345.0958835502306,1345.0958835502306,1345.0958835502306,1345.0958835502306,0.0,0.0,0.0,5148.692216255392
24,2017-11-25,3816.193251149771,-14837.398296001502,10284.52232867222,3816.193251149771,3816.193251149771,-6119.925629267457,-6119.925629267457,-6119.925629267457,-6119.925629267457,-6119.925629267457,-6119.925629267457,0.0,0.0,0.0,-2303.732378117686
25,2017-11-26,3828.79016959438,-10485.026186106244,13745.348323331136,3828.79016959438,3828.79016959438,-2625.8729109524047,-2625.8729109524047,-2625.8729109524047,-2625.8729109524047,-2625.8729109524047,-2625.8729109524047,0.0,0.0,0.0,1202.9172586419754
26,2017-11-27,3841.38708803899,-7088.635173326182,17329.382265513974,3841.38708803899,3841.38708803899,1219.690499975936,1219.690499975936,1219.690499975936,1219.690499975936,1219.690499975936,1219.690499975936,0.0,0.0,0.0,5061.077588014926
27,2017-11-28,3853.984006483599,-3731.085661939794,21112.830917896063,3853.984006483599,3853.984006483599,4182.347514242606,4182.347514242606,4182.347514242606,4182.347514242606,4182.347514242606,4182.347514242606,0.0,0.0,0.0,8036.331520726205
28,2017-11-29,3866.5809249282083,-9474.572961341899,17036.434781916287,3866.5809249282083,3866.5809249282083,97.82711269855436,97.82711269855436,97.82711269855436,97.82711269855436,97.82711269855436,97.82711269855436,0.0,0.0,0.0,3964.4080376267625
29,2017-11-30,3879.177843372818,-6991.295089153838,18799.26212594954,3879.177843372818,3879.177843372818,1900.8375297403556,1900.8375297403556,1900.8375297403556,1900.8375297403556,1900.8375297403556,1900.8375297403556,0.0,0.0,0.0,5780.015373113174
30,2017-12-01,3891.774761817427,-8093.904756034826,17841.47764476328,3891.774761817427,3891.774761817427,1345.0958835672898,1345.0958835672898,1345.0958835672898,1345.0958835672898,1345.0958835672898,1345.0958835672898,0.0,0.0,0.0,5236.870645384717
31,2017-12-02,3904.371680262037,-15743.867773741933,10477.15126322125,3904.371680262037,3904.371680262037,-6119.9256292659065,-6119.9256292659065,-6119.9256292659065,-6119.9256292659065,-6119.9256292659065,-6119.9256292659065,0.0,0.0,0.0,-2215.5539490038695
32,2017-12-03,3916.968598706646,-11582.789629066052,12933.597578558067,3916.968598706646,3916.968598706646,-2625.8729109577957,-2625.8729109577957,-2625.8729109577957,-2625.8729109577957,-2625.8729109577957,-2625.8729109577957,0.0,0.0,0.0,1291.0956877488502
33,2017-12-04,3929.5655171512553,-6327.758808173474,17312.070848929045,3929.5655171512553,3929.5655171512553,1219.690499977261,1219.690499977261,1219.690499977261,1219.690499977261,1219.690499977261,1219.690499977261,0.0,0.0,0.0,5149.256017128517
34,2017-12-05,3942.1624355958647,-4143.69796986919,19873.901089297044,3942.1624355958647,3942.1624355958647,4182.347514238989,4182.347514238989,4182.347514238989,4182.347514238989,4182.347514238989,4182.347514238989,0.0,0.0,0.0,8124.509949834854
35,2017-12-06,3954.759354040474,-8354.468763710584,17097.228061840495,3954.759354040474,3954.759354040474,97.82711270143355,97.82711270143355,97.82711270143355,97.82711270143355,97.82711270143355,97.82711270143355,0.0,0.0,0.0,4052.5864667419078
36,2017-12-07,3967.3562724850835,-7267.814331613396,17463.947441390792,3967.3562724850835,3967.3562724850835,1900.8375297393166,1900.8375297393166,1900.8375297393166,1900.8375297393166,1900.8375297393166,1900.8375297393166,0.0,0.0,0.0,5868.1938022244
37,2017-12-08,3979.953190929693,-7587.331961763988,18304.23492039792,3979.953190929693,3979.953190929693,1345.095883556925,1345.095883556925,1345.095883556925,1345.095883556925,1345.095883556925,1345.095883556925,0.0,0.0,0.0,5325.049074486618
38,2017-12-09,3992.550109374303,-13792.95542804426,10485.406379063266,3992.550109374303,3992.550109374303,-6119.925629275963,-6119.925629275963,-6119.925629275963,-6119.925629275963,-6119.925629275963,-6119.925629275963,0.0,0.0,0.0,-2127.37551990166
39,2017-12-10,4005.147027818912,-11088.659047095516,14232.131572511887,4005.147027818912,4005.147027818912,-2625.8729109548403,-2625.8729109548403,-2625.8729109548403,-2625.8729109548403,-2625.8729109548403,-2625.8729109548403,0.0,0.0,0.0,1379.2741168640719
40,2017-12-11,4017.7439399679465,-6738.2931421758,18014.417700651928,4017.7439399679465,4017.7439399679465,1219.6904999717387,1219.6904999717387,1219.6904999717387,1219.6904999717387,1219.6904999717387,1219.6904999717387,0.0,0.0,0.0,5237.434439939685
41,2017-12-12,4030.3408521169813,-4390.793598226538,21237.692588196544,4030.3408521169813,4030.3408521169813,4182.347514241094,4182.347514241094,4182.347514241094,4182.347514241094,4182.347514241094,4182.347514241094,0.0,0.0,0.0,8212.688366358076
42,2017-12-13,4042.9377642660156,-8821.109161624985,16498.706926593542,4042.9377642660156,4042.9377642660156,97.82711269496923,97.82711269496923,97.82711269496923,97.82711269496923,97.82711269496923,97.82711269496923,0.0,0.0,0.0,4140.764876960985
43,2017-12-14,4055.534676415051,-6401.039526712643,18308.87978906861,4055.534676415051,4055.534676415051,1900.837529738278,1900.837529738278,1900.837529738278,1900.837529738278,1900.837529738278,1900.837529738278,0.0,0.0,0.0,5956.372206153329
44,2017-12-15,4068.1315885640847,-6594.545395927329,17991.024636093734,4068.1315885640847,4068.1315885640847,1345.09588354656,1345.09588354656,1345.09588354656,1345.09588354656,1345.09588354656,1345.09588354656,0.0,0.0,0.0,5413.227472110644
45,2017-12-16,4080.72850071312,-14330.460047521687,10793.571255697196,4080.72850071312,4080.72850071312,-6119.925629274413,-6119.925629274413,-6119.925629274413,-6119.925629274413,-6119.925629274413,-6119.925629274413,0.0,0.0,0.0,-2039.197128561293
46,2017-12-17,4093.3254128621543,-10501.758366022043,13775.955675940495,4093.3254128621543,4093.3254128621543,-2625.8729109618776,-2625.8729109618776,-2625.8729109618776,-2625.8729109618776,-2625.8729109618776,-2625.8729109618776,0.0,0.0,0.0,1467.4525019002767
47,2017-12-18,4105.922325011189,-8614.163103792214,18454.194405954335,4105.922325011189,4105.922325011189,1219.690499975902,1219.690499975902,1219.690499975902,1219.690499975902,1219.690499975902,1219.690499975902,0.0,0.0,0.0,5325.612824987091
48,2017-12-19,4118.519237160223,-4285.564262913288,20830.53211318958,4118.519237160223,4118.519237160223,4182.3475142442385,4182.3475142442385,4182.3475142442385,4182.3475142442385,4182.3475142442385,4182.3475142442385,0.0,0.0,0.0,8300.866751404461
49,2017-12-20,4131.116149309259,-7983.457269056245,16114.906872465852,4131.116149309259,4131.116149309259,97.82711270601014,97.82711270601014,97.82711270601014,97.82711270601014,97.82711270601014,97.82711270601014,0.0,0.0,0.0,4228.943262015268
50,2017-12-21,4143.713061458293,-6495.072001182483,19222.188243324916,4143.713061458293,4143.713061458293,1900.8375297473142,1900.8375297473142,1900.8375297473142,1900.8375297473142,1900.8375297473142,1900.8375297473142,0.0,0.0,0.0,6044.550591205607
51,2017-12-22,4156.309973607327,-6309.237274246089,17663.351674620422,4156.309973607327,4156.309973607327,1345.095883563619,1345.095883563619,1345.095883563619,1345.095883563619,1345.095883563619,1345.095883563619,0.0,0.0,0.0,5501.405857170947
52,2017-12-23,4168.906885756362,-13925.423839403798,11292.05060774982,4168.906885756362,4168.906885756362,-6119.925629270592,-6119.925629270592,-6119.925629270592,-6119.925629270592,-6119.925629270592,-6119.925629270592,0.0,0.0,0.0,-1951.0187435142307
53,2017-12-24,4181.503797905397,-10518.199390136631,13603.854002828906,4181.503797905397,4181.503797905397,-2625.872910957276,-2625.872910957276,-2625.872910957276,-2625.872910957276,-2625.872910957276,-2625.872910957276,0.0,0.0,0.0,1555.6308869481209
54,2017-12-25,4194.100710054431,-7687.179613717918,17433.477609257676,4194.100710054431,4194.100710054431,1219.6904999800652,1219.6904999800652,1219.6904999800652,1219.6904999800652,1219.6904999800652,1219.6904999800652,0.0,0.0,0.0,5413.7912100344965
55,2017-12-26,4206.6976222034655,-4528.014504943142,20130.767652577666,4206.6976222034655,4206.6976222034655,4182.34751423386,4182.34751423386,4182.34751423386,4182.34751423386,4182.34751423386,4182.34751423386,0.0,0.0,0.0,8389.045136437326
56,2017-12-27,4219.2945343525,-7641.113584784445,16206.19712242293,4219.2945343525,4219.2945343525,97.82711269954598,97.82711269954598,97.82711269954598,97.82711269954598,97.82711269954598,97.82711269954598,0.0,0.0,0.0,4317.121647052046
57,2017-12-28,4231.891446501535,-5952.1543505719455,19104.97488046243,4231.891446501535,4231.891446501535,1900.8375297428204,1900.8375297428204,1900.8375297428204,1900.8375297428204,1900.8375297428204,1900.8375297428204,0.0,0.0,0.0,6132.728976244355
58,2017-12-29,4244.48835865057,-6905.176260856238,19073.150483271336,4244.48835865057,4244.48835865057,1345.0958835532545,1345.0958835532545,1345.0958835532545,1345.0958835532545,1345.0958835532545,1345.0958835532545,0.0,0.0,0.0,5589.584242203825
59,2017-12-30,4257.085262331211,-14965.378705429734,10135.625361755854,4257.085262331211,4257.085262331211,-6119.925629260968,-6119.925629260968,-6119.925629260968,-6119.925629260968,-6119.925629260968,-6119.925629260968,0.0,0.0,0.0,-1862.8403669297568
60,2017-12-31,4269.682166011851,-11177.632771130986,13745.518575339529,4269.682166011851,4269.682166011851,-2625.8729109526757,-2625.8729109526757,-2625.8729109526757,-2625.8729109526757,-2625.8729109526757,-2625.8729109526757,0.0,0.0,0.0,1643.8092550591755
61,2018-01-01,4282.279069692492,-6716.235689744355,18687.329159293604,4282.279069692492,4282.279069692492,1219.6904999813903,1219.6904999813903,1219.6904999813903,1219.6904999813903,1219.6904999813903,1219.6904999813903,0.0,0.0,0.0,5501.969569673883
62,2018-01-02,4294.875973373133,-3999.4130613788693,20795.902336285464,4294.875973373133,4294.875973373133,4182.347514242726,4182.347514242726,4182.347514242726,4182.347514242726,4182.347514242726,4182.347514242726,0.0,0.0,0.0,8477.223487615858
63,2018-01-03,4307.472877053774,-7957.951638542196,17077.505884896516,4307.472877053774,4307.472877053774,97.8271127012438,97.8271127012438,97.8271127012438,97.8271127012438,97.8271127012438,97.8271127012438,0.0,0.0,0.0,4405.299989755018
64,2018-01-04,4320.069780734415,-6400.5881565457,18784.71684813102,4320.069780734415,4320.069780734415,1900.8375297417813,1900.8375297417813,1900.8375297417813,1900.8375297417813,1900.8375297417813,1900.8375297417813,0.0,0.0,0.0,6220.9073104761965
65,2018-01-05,4332.666684415057,-6689.629645853183,18424.91856864972,4332.666684415057,4332.666684415057,1345.095883551702,1345.095883551702,1345.095883551702,1345.095883551702,1345.095883551702,1345.095883551702,0.0,0.0,0.0,5677.762567966759
66,2018-01-06,4345.263588095698,-14618.946240115542,11606.22105229376,4345.263588095698,4345.263588095698,-6119.925629271024,-6119.925629271024,-6119.925629271024,-6119.925629271024,-6119.925629271024,-6119.925629271024,0.0,0.0,0.0,-1774.6620411753265
67,2018-01-07,4357.860491776339,-9695.845990970009,14305.648893374571,4357.860491776339,4357.860491776339,-2625.872910961358,-2625.872910961358,-2625.872910961358,-2625.872910961358,-2625.872910961358,-2625.872910961358,0.0,0.0,0.0,1731.987580814981
68,2018-01-08,4370.45739545698,-8613.931564013732,18299.799032562427,4370.45739545698,4370.45739545698,1219.6904999787068,1219.6904999787068,1219.6904999787068,1219.6904999787068,1219.6904999787068,1219.6904999787068,0.0,0.0,0.0,5590.147895435686
69,2018-01-09,4383.054299137621,-4357.743914102504,21130.379082697436,4383.054299137621,4383.054299137621,4182.347514245869,4182.347514245869,4182.347514245869,4182.347514245869,4182.347514245869,4182.347514245869,0.0,0.0,0.0,8565.40181338349
70,2018-01-10,4395.6512028182615,-7114.487150275941,17642.77681925132,4395.6512028182615,4395.6512028182615,97.82711270294195,97.82711270294195,97.82711270294195,97.82711270294195,97.82711270294195,97.82711270294195,0.0,0.0,0.0,4493.4783155212035
71,2018-01-11,4408.248106498902,-6319.449512968037,18087.908744421664,4408.248106498902,4408.248106498902,1900.8375297407426,1900.8375297407426,1900.8375297407426,1900.8375297407426,1900.8375297407426,1900.8375297407426,0.0,0.0,0.0,6309.085636239645
72,2018-01-12,4420.845010179543,-6683.603820083955,18467.6487695576,4420.845010179543,4420.845010179543,1345.0958835501494,1345.0958835501494,1345.0958835501494,1345.0958835501494,1345.0958835501494,1345.0958835501494,0.0,0.0,0.0,5765.940893729693
73,2018-01-13,4433.441913860184,-14002.176938239529,11030.475191564094,4433.441913860184,4433.441913860184,-6119.925629261401,-6119.925629261401,-6119.925629261401,-6119.925629261401,-6119.925629261401,-6119.925629261401,0.0,0.0,0.0,-1686.4837154012166
74,2018-01-14,4446.038817540825,-10628.688658297466,13499.307351163638,4446.038817540825,4446.038817540825,-2625.8729109567566,-2625.8729109567566,-2625.8729109567566,-2625.8729109567566,-2625.8729109567566,-2625.8729109567566,0.0,0.0,0.0,1820.1659065840686
75,2018-01-15,4458.635721221466,-7288.461071848917,17316.203072195203,4458.635721221466,4458.635721221466,1219.6904999800315,1219.6904999800315,1219.6904999800315,1219.6904999800315,1219.6904999800315,1219.6904999800315,0.0,0.0,0.0,5678.326221201498
76,2018-01-16,4471.232624902107,-4485.167223857148,21201.09352103198,4471.232624902107,4471.232624902107,4182.347514247976,4182.347514247976,4182.347514247976,4182.347514247976,4182.347514247976,4182.347514247976,0.0,0.0,0.0,8653.580139150083
77,2018-01-17,4483.829528582748,-7921.285214343896,17031.832224066075,4483.829528582748,4483.829528582748,97.8271127046406,97.8271127046406,97.8271127046406,97.8271127046406,97.8271127046406,97.8271127046406,0.0,0.0,0.0,4581.656641287389
78,2018-01-18,4496.42613548366,-5676.770505776179,18663.696704688722,4496.42613548366,4496.42613548366,1900.8375297463242,1900.8375297463242,1900.8375297463242,1900.8375297463242,1900.8375297463242,1900.8375297463242,0.0,0.0,0.0,6397.263665229984
79,2018-01-19,4509.022742384571,-7112.124070051596,18123.532454512515,4509.022742384571,4509.022742384571,1345.0958835583956,1345.0958835583956,1345.0958835583956,1345.0958835583956,1345.0958835583956,1345.0958835583956,0.0,0.0,0.0,5854.118625942967
80,2018-01-20,4521.619349285482,-14385.287432277808,9149.040338659288,4521.619349285482,4521.619349285482,-6119.92562925985,-6119.92562925985,-6119.92562925985,-6119.92562925985,-6119.92562925985,-6119.92562925985,0.0,0.0,0.0,-1598.3062799743684
81,2018-01-21,4534.215956186394,-10799.71728272078,13355.45036973509,4534.215956186394,4534.215956186394,-2625.872910952157,-2625.872910952157,-2625.872910952157,-2625.872910952157,-2625.872910952157,-2625.872910952157,0.0,0.0,0.0,1908.3430452342368
82,2018-01-22,4546.8125630873055,-6873.139357889169,18546.446668498007,4546.8125630873055,4546.8125630873055,1219.6904999841954,1219.6904999841954,1219.6904999841954,1219.6904999841954,1219.6904999841954,1219.6904999841954,0.0,0.0,0.0,5766.503063071501
83,2018-01-23,4559.4091699882165,-3522.75169292946,19933.84161518422,4559.409169988217,4559.409169988217,4182.34751425008,4182.34751425008,4182.34751425008,4182.34751425008,4182.34751425008,4182.34751425008,0.0,0.0,0.0,8741.756684238297
84,2018-01-24,4572.005776889127,-8384.751173143934,16852.84337521597,4572.005776889127,4572.005776889127,97.82711269817577,97.82711269817577,97.82711269817577,97.82711269817577,97.82711269817577,97.82711269817577,0.0,0.0,0.0,4669.832889587303
85,2018-01-25,4584.602383790039,-6436.556311678421,18656.367694543085,4584.602383790039,4584.602383790039,1900.8375297352097,1900.8375297352097,1900.8375297352097,1900.8375297352097,1900.8375297352097,1900.8375297352097,0.0,0.0,0.0,6485.439913525249
86,2018-01-26,4597.19899069095,-6738.174044124047,19606.80952141295,4597.19899069095,4597.19899069095,1345.0958835578303,1345.0958835578303,1345.0958835578303,1345.0958835578303,1345.0958835578303,1345.0958835578303,0.0,0.0,0.0,5942.294874248781
