,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2017-11-01,3636.1744634849547,592.2782529244816,9801.153301715805,3636.1744634849547,3636.1744634849547,1573.9565032036737,1573.9565032036737,1573.9565032036737,1573.9565032036737,1573.9565032036737,1573.9565032036737,0.0,0.0,0.0,5210.130966688628
1,2017-11-02,3651.2918786382465,1990.8501506789687,10919.556543249058,3651.2918786382465,3651.2918786382465,2789.327470832899,2789.327470832899,2789.327470832899,2789.327470832899,2789.327470832899,2789.327470832899,0.0,0.0,0.0,6440.619349471146
2,2017-11-03,3666.4092937915384,-1269.7119500374113,8266.274382189953,3666.4092937915384,3666.4092937915384,52.60735850882005,52.60735850882005,52.60735850882005,52.60735850882005,52.60735850882005,52.60735850882005,0.0,0.0,0.0,3719.0166523003586
3,2017-11-04,3681.52670894483,-7560.782697185145,1959.917074320036,3681.52670894483,3681.52670894483,-6613.4898530582295,-6613.4898530582295,-6613.4898530582295,-6613.4898530582295,-6613.4898530582295,-6613.4898530582295,0.0,0.0,0.0,-2931.9631441133997
4,2017-11-05,3696.644124098122,-2078.1159241312894,7431.031814706799,3696.644124098122,3696.644124098122,-1054.6908067415836,-1054.6908067415836,-1054.6908067415836,-1054.6908067415836,-1054.6908067415836,-1054.6908067415836,0.0,0.0,0.0,2641.9533173565387
5,2017-11-06,3711.761539251414,181.98655536669975,9190.563137198113,3711.761539251414,3711.761539251414,1176.645966417044,1176.645966417044,1176.645966417044,1176.645966417044,1176.645966417044,1176.645966417044,0.0,0.0,0.0,4888.407505668458
6,2017-11-07,3726.8789544047054,873.204048063641,10127.413862033034,3726.8789544047054,3726.8789544047054,2075.643360863076,2075.643360863076,2075.643360863076,2075.643360863076,2075.643360863076,2075.643360863076,0.0,0.0,0.0,5802.522315267781
7,2017-11-08,3741.9963695579977,505.15086908036795,10000.157912741523,3741.9963695579977,3741.9963695579977,1573.956503207206,1573.956503207206,1573.956503207206,1573.956503207206,1573.956503207206,1573.956503207206,0.0,0.0,0.0,5315.952872765203
8,2017-11-09,3757.11378471129,2288.7403951030265,11034.783754529864,3757.1137847112896,3757.1137847112896,2789.327470840103,2789.327470840103,2789.327470840103,2789.327470840103,2789.327470840103,2789.327470840103,0.0,0.0,0.0,6546.441255551394
9,2017-11-10,3772.2311998645814,-749.6900924943511,8704.423110538004,3772.231199864581,3772.231199864581,52.607358499453156,52.607358499453156,52.607358499453156,52.607358499453156,52.607358499453156,52.607358499453156,0.0,0.0,0.0,3824.8385583640347
10,2017-11-11,3787.3486150178733,-7791.210145494827,1793.762755287059,3787.3486150178733,3787.3486150178733,-6613.48985305954,-6613.48985305954,-6613.48985305954,-6613.48985305954,-6613.48985305954,-6613.48985305954,0.0,0.0,0.0,-2826.141238041667
11,2017-11-12,3802.4660301711647,-1391.148198408618,7354.919158972584,3802.4660301711647,3802.4660301711647,-1054.6908067375573,-1054.6908067375573,-1054.6908067375573,-1054.6908067375573,-1054.6908067375573,-1054.6908067375573,0.0,0.0,0.0,2747.7752234336076
12,2017-11-13,3817.583445324457,465.9455015353727,9686.502499029011,3817.583445324457,3817.583445324457,1176.6459664144265,1176.6459664144265,1176.6459664144265,1176.6459664144265,1176.6459664144265,1176.6459664144265,0.0,0.0,0.0,4994.229411738884
13,2017-11-14,3832.700860477749,1112.0621923908784,10678.596471458057,3832.700860477749,3832.700860477749,2075.643360855717,2075.643360855717,2075.643360855717,2075.643360855717,2075.643360855717,2075.643360855717,0.0,0.0,0.0,5908.344221333466
14,2017-11-15,3847.8182756310403,1006.4731662049467,10148.267007660463,3847.8182756310403,3847.8182756310403,1573.9565031977288,1573.9565031977288,1573.9565031977288,1573.9565031977288,1573.9565031977288,1573.9565031977288,0.0,0.0,0.0,5421.774778828769
15,2017-11-16,3862.9356907843326,2286.799311048479,11098.917961175785,3862.9356907843326,3862.9356907843326,2789.327470830852,2789.327470830852,2789.327470830852,2789.327470830852,2789.327470830852,2789.327470830852,0.0,0.0,0.0,6652.263161615185
16,2017-11-17,3878.053105937625,-653.1022249607353,8906.161958589217,3878.053105937625,3878.053105937625,52.60735849611688,52.60735849611688,52.60735849611688,52.60735849611688,52.60735849611688,52.60735849611688,0.0,0.0,0.0,3930.6604644337417
17,2017-11-18,3893.170521090916,-7600.56150069849,1595.930253538136,3893.170521090916,3893.170521090916,-6613.4898530608525,-6613.4898530608525,-6613.4898530608525,-6613.4898530608525,-6613.4898530608525,-6613.4898530608525,0.0,0.0,0.0,-2720.3193319699367
18,2017-11-19,3908.287936244208,-1817.0367477659656,7842.83304695728,3908.287936244208,3908.287936244208,-1054.6908067335314,-1054.6908067335314,-1054.6908067335314,-1054.6908067335314,-1054.6908067335314,-1054.6908067335314,0.0,0.0,0.0,2853.5971295106765
19,2017-11-20,3923.4053513975005,684.9917899687221,9763.52187004395,3923.4053513975005,3923.4053513975005,1176.6459664183901,1176.6459664183901,1176.6459664183901,1176.6459664183901,1176.6459664183901,1176.6459664183901,0.0,0.0,0.0,5100.051317815891
20,2017-11-21,3938.52276673231,1265.0732643263925,10406.01872221614,3938.52276673231,3938.52276673231,2075.6433608604643,2075.6433608604643,2075.6433608604643,2075.6433608604643,2075.6433608604643,2075.6433608604643,0.0,0.0,0.0,6014.1661275927745
21,2017-11-22,3953.6401820671203,1041.5747203121846,10333.780651338358,3953.6401820671203,3953.6401820671203,1573.9565032012615,1573.9565032012615,1573.9565032012615,1573.9565032012615,1573.9565032012615,1573.9565032012615,0.0,0.0,0.0,5527.596685268381
22,2017-11-23,3968.757597401931,2149.371829989193,11407.8121311054,3968.757597401931,3968.757597401931,2789.3274708367226,2789.3274708367226,2789.3274708367226,2789.3274708367226,2789.3274708367226,2789.3274708367226,0.0,0.0,0.0,6758.085068238654
23,2017-11-24,3983.8750127367416,-625.9039060178688,9275.821041959229,3983.8750127367416,3983.8750127367416,52.607358486749476,52.607358486749476,52.607358486749476,52.607358486749476,52.607358486749476,52.607358486749476,0.0,0.0,0.0,4036.482371223491
