,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2017-11-01,719.9755802448567,7.758659989225565,1969.8181247116493,719.9755802448567,719.9755802448567,257.450072474178,257.450072474178,257.450072474178,257.450072474178,257.450072474178,257.450072474178,0.0,0.0,0.0,977.4256527190347
1,2017-11-02,722.7262410566286,138.922713778059,2131.626010164861,722.7262410566286,722.7262410566286,423.7686275355785,423.7686275355785,423.7686275355785,423.7686275355785,423.7686275355785,423.7686275355785,0.0,0.0,0.0,1146.4948685922072
2,2017-11-03,725.4769018684005,-224.12472788150058,1768.9739168332123,725.4769018684005,725.4769018684005,-16.189667251014086,-16.189667251014086,-16.189667251014086,-16.189667251014086,-16.189667251014086,-16.189667251014086,0.0,0.0,0.0,709.2872346173865
3,2017-11-04,728.2275626801725,-1546.6444241393456,512.5668067117178,728.2275626801725,728.2275626801725,-1267.5236028092968,-1267.5236028092968,-1267.5236028092968,-1267.5236028092968,-1267.5236028092968,-1267.5236028092968,0.0,0.0,0.0,-539.2960401291243
4,2017-11-05,730.9782234919445,-545.0708030249098,1571.1566358814034,730.9782234919446,730.9782234919446,-103.4798591902876,-103.4798591902876,-103.4798591902876,-103.4798591902876,-103.4798591902876,-103.4798591902876,0.0,0.0,0.0,627.4983643016569
5,2017-11-06,733.7288843037163,64.1705152307618,2048.501642820497,733.7288843037163,733.7288843037163,324.5860149581554,324.5860149581554,324.5860149581554,324.5860149581554,324.5860149581554,324.5860149581554,0.0,0.0,0.0,1058.3148992618717
6,2017-11-07,736.4795451154883,104.18213859534504,2203.8977480878943,736.4795451154883,736.4795451154883,381.3884142876622,381.3884142876622,381.3884142876622,381.3884142876622,381.3884142876622,381.3884142876622,0.0,0.0,0.0,1117.8679594031505
7,2017-11-08,739.2302059272603,9.119996735606342,1949.519846811487,739.2302059272602,739.2302059272602,257.45007247484347,257.45007247484347,257.45007247484347,257.45007247484347,257.45007247484347,257.45007247484347,0.0,0.0,0.0,996.6802784021038
8,2017-11-09,741.9808667390321,132.54716253453145,2263.1341345133233,741.9808667390321,741.9808667390321,423.76862753693354,423.76862753693354,423.76862753693354,423.76862753693354,423.76862753693354,423.76862753693354,0.0,0.0,0.0,1165.7494942759656
9,2017-11-10,744.7315275508041,-299.94598016972486,1700.121629644728,744.7315275508041,744.7315275508041,-16.18966725269531,-16.18966725269531,-16.18966725269531,-16.18966725269531,-16.18966725269531,-16.18966725269531,0.0,0.0,0.0,728.5418602981088
10,2017-11-11,747.4821883625759,-1520.9099786343547,487.9876613594689,747.4821883625759,747.4821883625759,-1267.5236028094462,-1267.5236028094462,-1267.5236028094462,-1267.5236028094462,-1267.5236028094462,-1267.5236028094462,0.0,0.0,0.0,-520.0414144468702
11,2017-11-12,750.232849174348,-440.9056127456679,1612.79950845626,750.232849174348,750.232849174348,-103.47985918952634,-103.47985918952634,-103.47985918952634,-103.47985918952634,-103.47985918952634,-103.47985918952634,0.0,0.0,0.0,646.7529899848216
12,2017-11-13,752.9835099861199,24.94778599406492,2044.2664007478825,752.9835099861199,752.9835099861199,324.5860149574545,324.5860149574545,324.5860149574545,324.5860149574545,324.5860149574545,324.5860149574545,0.0,0.0,0.0,1077.5695249435744
13,2017-11-14,755.7341707978918,100.30830241066272,2154.5305659847972,755.7341707978918,755.7341707978918,381.3884142861849,381.3884142861849,381.3884142861849,381.3884142861849,381.3884142861849,381.3884142861849,0.0,0.0,0.0,1137.1225850840767
14,2017-11-15,758.4848316096637,-21.60052969527359,1995.7242053404561,758.4848316096637,758.4848316096637,257.4500724730171,257.4500724730171,257.4500724730171,257.4500724730171,257.4500724730171,257.4500724730171,0.0,0.0,0.0,1015.9349040826808
15,2017-11-16,761.2354924214357,186.81224539952828,2223.4427281426906,761.2354924214357,761.2354924214357,423.76862753515735,423.76862753515735,423.76862753515735,423.76862753515735,423.76862753515735,423.76862753515735,0.0,0.0,0.0,1185.004119956593
16,2017-11-17,763.9861532332076,-287.47246898330116,1777.6051313895734,763.9861532332076,763.9861532332076,-16.189667253322558,-16.189667253322558,-16.189667253322558,-16.189667253322558,-16.189667253322558,-16.189667253322558,0.0,0.0,0.0,747.796485979885
17,2017-11-18,766.7368140449795,-1502.9918969511168,515.0536578987708,766.7368140449795,766.7368140449795,-1267.5236028095958,-1267.5236028095958,-1267.5236028095958,-1267.5236028095958,-1267.5236028095958,-1267.5236028095958,0.0,0.0,0.0,-500.7867887646163
18,2017-11-19,769.4874748567515,-341.7472309694095,1624.883226509522,769.4874748567515,769.4874748567515,-103.47985918876508,-103.47985918876508,-103.47985918876508,-103.47985918876508,-103.47985918876508,-103.47985918876508,0.0,0.0,0.0,666.0076156679864
19,2017-11-20,772.2381356685233,135.5948165839278,2108.626427498087,772.2381356685233,772.2381356685233,324.5860149585377,324.5860149585377,324.5860149585377,324.5860149585377,324.5860149585377,324.5860149585377,0.0,0.0,0.0,1096.824150627061
20,2017-11-21,774.9887964963732,137.4716144229898,2200.4300097812725,774.9887964963732,774.9887964963732,381.38841428714426,381.38841428714426,381.38841428714426,381.38841428714426,381.38841428714426,381.38841428714426,0.0,0.0,0.0,1156.3772107835175
21,2017-11-22,777.7394573242232,24.74895222739278,2134.995535734293,777.7394573242232,777.7394573242232,257.45007247368255,257.45007247368255,257.45007247368255,257.45007247368255,257.45007247368255,257.45007247368255,0.0,0.0,0.0,1035.1895297979058
22,2017-11-23,780.490118152073,162.2856797094832,2252.6107283277465,780.490118152073,780.490118152073,423.7686275362835,423.7686275362835,423.7686275362835,423.7686275362835,423.7686275362835,423.7686275362835,0.0,0.0,0.0,1204.2587456883566
23,2017-11-24,783.240778979923,-206.92565799494255,1695.4680260215284,783.2407789799229,783.2407789799229,-16.18966725500378,-16.18966725500378,-16.18966725500378,-16.18966725500378,-16.18966725500378,-16.18966725500378,0.0,0.0,0.0,767.0511117249192
24,2017-11-25,785.9914398077728,-1656.9257229152397,605.7763750354752,785.9914398077728,785.9914398077728,-1267.5236028095428,-1267.5236028095428,-1267.5236028095428,-1267.5236028095428,-1267.5236028095428,-1267.5236028095428,0.0,0.0,0.0,-481.53216300176996
25,2017-11-26,788.7421006356227,-399.54925962189236,1698.1601859720345,788.7421006356227,788.7421006356227,-103.47985918993113,-103.47985918993113,-103.47985918993113,-103.47985918993113,-103.47985918993113,-103.47985918993113,0.0,0.0,0.0,685.2622414456915
26,2017-11-27,791.4927614634727,112.03053601567277,2166.58151967887,791.4927614634727,791.4927614634727,324.58601495783694,324.58601495783694,324.58601495783694,324.58601495783694,324.58601495783694,324.58601495783694,0.0,0.0,0.0,1116.0787764213096
27,2017-11-28,794.2434222913225,171.77699174691855,2113.3519146631447,794.2434222913225,794.2434222913225,381.38841428648516,381.38841428648516,381.38841428648516,381.38841428648516,381.38841428648516,381.38841428648516,0.0,0.0,0.0,1175.6318365778077
28,2017-11-29,796.9940831191724,45.78692155743796,2110.2136817050405,796.9940831191724,796.9940831191724,257.4500724743479,257.4500724743479,257.4500724743479,257.4500724743479,257.4500724743479,257.4500724743479,0.0,0.0,0.0,1054.4441555935202
29,2017-11-30,799.7447439470224,237.4122711964771,2245.7753105401016,799.7447439470224,799.7447439470224,423.76862753607287,423.76862753607287,423.76862753607287,423.76862753607287,423.76862753607287,423.76862753607287,0.0,0.0,0.0,1223.5133714830952
30,2017-12-01,802.4954047748722,-223.12738975254877,1916.7109480683523,802.4954047748722,802.4954047748722,-16.189667252189093,-16.189667252189093,-16.189667252189093,-16.189667252189093,-16.189667252189093,-16.189667252189093,0.0,0.0,0.0,786.3057375226831
31,2017-12-02,805.2460656027221,-1471.1128740954134,574.5176118846097,805.2460656027221,805.2460656027221,-1267.5236028093584,-1267.5236028093584,-1267.5236028093584,-1267.5236028093584,-1267.5236028093584,-1267.5236028093584,0.0,0.0,0.0,-462.27753720663634
