,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,country
0,2017-11-01,3345.218292706644,-17175.182926354842,20166.34729068166,3345.218292706644,3345.218292706644,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.3216161201493527,-0.3216161201493527,-0.3216161201493527,-0.003936069906491951,-0.003936069906491951,-0.003936069906491951,-0.06493158523708029,-0.06493158523708029,-0.06493158523708029,0.0,0.0,0.0,2269.3421643536917,all
1,2017-11-02,3373.638048784204,-14765.502094103453,21442.428717606523,3373.638048784204,3373.638048784204,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.09004934410264144,-0.09004934410264144,-0.09004934410264144,0.2426394155650052,0.2426394155650052,0.2426394155650052,-0.07994029466186622,-0.07994029466186622,-0.07994029466186622,0.0,0.0,0.0,3069.8441552514714,all
2,2017-11-03,3402.0578048617645,-15092.71600152464,21000.024607148738,3402.0578048617645,3402.0578048617645,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.2002481816275771,-0.2002481816275771,-0.2002481816275771,0.14717783054143152,0.14717783054143152,0.14717783054143152,-0.09467754716322818,-0.09467754716322818,-0.09467754716322818,0.0,0.0,0.0,2720.8019156462897,all
3,2017-11-04,3430.4775609393246,-17670.94908753755,16402.09482054341,3430.4775609393246,3430.4775609393246,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-1.1099668555823634,-1.1099668555823634,-1.1099668555823634,-0.7489458538334359,-0.7489458538334359,-0.7489458538334359,-0.10827253674314727,-0.10827253674314727,-0.10827253674314727,0.0,0.0,0.0,-377.238830522353,all
4,2017-11-05,3458.897317016885,-18231.36325467838,19094.136774790517,3458.897317016885,3458.897317016885,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.6892401541981298,-0.6892401541981298,-0.6892401541981298,-0.3167068237789088,-0.3167068237789088,-0.3167068237789088,-0.11978486541344054,-0.11978486541344054,-0.11978486541344054,0.0,0.0,0.0,1074.8863968806697,all
5,2017-11-06,3487.317073094445,-15958.10042309616,20469.171534947454,3487.317073094445,3487.317073094445,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.2368508900343729,-0.2368508900343729,-0.2368508900343729,0.14413049400529204,0.14413049400529204,0.14413049400529204,-0.12823291903388453,-0.12823291903388453,-0.12823291903388453,0.0,0.0,0.0,2661.3429204999616,all
6,2017-11-07,3515.7368291720054,-14194.349019580577,22511.93767944731,3515.7368291720054,3515.7368291720054,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,0.15026781784821727,0.15026781784821727,0.15026781784821727,0.5356410074101703,0.5356410074101703,0.5356410074101703,-0.13262472455617264,-0.13262472455617264,-0.13262472455617264,0.0,0.0,0.0,4044.0389306202933,all
7,2017-11-08,3544.1565852495655,-16220.693583920505,20949.44018919057,3544.1565852495655,3544.1565852495655,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.3886749483054809,-0.3886749483054809,-0.3886749483054809,-0.003936069906290113,-0.003936069906290113,-0.003936069906290113,-0.1319904133934104,-0.1319904133934104,-0.1319904133934104,0.0,0.0,0.0,2166.631707691161,all
8,2017-11-09,3572.576341327126,-14738.513623472794,20114.457525994574,3572.576341327126,3572.576341327126,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.13552440007423006,-0.13552440007423006,-0.13552440007423006,0.24263941556573826,0.24263941556573826,0.24263941556573826,-0.1254153506341879,-0.1254153506341879,-0.1254153506341879,0.0,0.0,0.0,3088.40507594938,all
9,2017-11-10,3600.9960974046858,-14877.52560283098,20715.74574714881,3600.9960974046858,3600.9960974046858,-0.2527484650057804,-0.2527484650057804,-0.2527484650057804,-0.2176435858650054,-0.2176435858650054,-0.2176435858650054,0.14717783054008643,0.14717783054008643,0.14717783054008643,-0.11207295139931142,-0.11207295139931142,-0.11207295139931142,0.0,0.0,0.0,2817.2623940796398,all
