,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,country
0,2017-11-01,5.598141556915426,-128.2105585238646,129.96930088358675,5.598141556915426,5.598141556915426,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.06716054693806765,0.06716054693806765,0.06716054693806765,-0.06792997063178319,-0.06792997063178319,-0.06792997063178319,0.19676784452809626,0.19676784452809626,0.19676784452809626,0.0,0.0,0.0,5.974115805714591,netherlands
1,2017-11-02,5.817229406932418,-111.72026000018093,135.56325277317885,5.817229406932418,5.817229406932418,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.7577610575534465,0.7577610575534465,0.7577610575534465,0.6273822320825162,0.6273822320825162,0.6273822320825162,0.19205615242917565,0.19205615242917565,0.19205615242917565,0.0,0.0,0.0,10.225299314360534,netherlands
2,2017-11-03,6.036317256949408,-117.90113984766705,143.9078473814305,6.036317256949408,6.036317256949408,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.6877593567541608,0.6877593567541608,0.6877593567541608,0.5629088648366015,0.5629088648366015,0.5629088648366015,0.1865278188758046,0.1865278188758046,0.1865278188758046,0.0,0.0,0.0,10.187850930752973,netherlands
3,2017-11-04,6.255405106966399,-131.3795813381055,123.6799374833559,6.255405106966399,6.255405106966399,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,-0.8638858743294111,-0.8638858743294111,-0.8638858743294111,-0.9833531452206925,-0.9833531452206925,-0.9833531452206925,0.1811445978495267,0.1811445978495267,0.1811445978495267,0.0,0.0,0.0,0.851448996850068,netherlands
4,2017-11-05,6.47449295698339,-126.7399038636724,141.23377900028854,6.47449295698339,6.47449295698339,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,-0.6418244405752564,-0.6418244405752564,-0.6418244405752564,-0.7570204223308559,-0.7570204223308559,-0.7570204223308559,0.1768733087138448,0.1768733087138448,0.1768733087138448,0.0,0.0,0.0,2.319005136859088,netherlands
5,2017-11-06,6.693580807000381,-116.58019362898065,141.65113990449476,6.693580807000381,6.693580807000381,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.13815274993111182,0.13815274993111182,0.13815274993111182,0.025182717361153295,0.025182717361153295,0.025182717361153295,0.17464735952820393,0.17464735952820393,0.17464735952820393,0.0,0.0,0.0,7.618317402373593,netherlands
6,2017-11-07,6.912668657017371,-124.2385947578847,146.01439446779813,6.912668657017371,6.912668657017371,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.7064812295343653,0.7064812295343653,0.7064812295343653,0.5928297239078868,0.5928297239078868,0.5928297239078868,0.17532883258472398,0.17532883258472398,0.17532883258472398,0.0,0.0,0.0,11.796339309190675,netherlands
7,2017-11-08,7.131756507034362,-120.49774220606325,133.9772344155435,7.131756507034362,7.131756507034362,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.05006507616581536,0.05006507616581536,0.05006507616581536,-0.0679299706314099,-0.0679299706314099,-0.0679299706314099,0.17967237375547068,0.17967237375547068,0.17967237375547068,0.0,0.0,0.0,7.488808439755088,netherlands
8,2017-11-09,7.350844357051353,-125.21771928983352,155.01145963522424,7.350844357051354,7.350844357051354,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.7539969889826885,0.7539969889826885,0.7539969889826885,0.6273822320829029,0.6273822320829029,0.6273822320829029,0.18829208385803098,0.18829208385803098,0.18829208385803098,0.0,0.0,0.0,12.89335886874846,netherlands
9,2017-11-10,7.5699322070683435,-119.65545673708347,142.0204341834073,7.5699322070683435,7.5699322070683435,-0.06167732695824542,-0.06167732695824542,-0.06167732695824542,0.7028640676207264,0.7028640676207264,0.7028640676207264,0.5629088648347326,0.5629088648347326,0.5629088648347326,0.20163252974423918,0.20163252974423918,0.20163252974423918,0.0,0.0,0.0,12.890565549741542,netherlands
