,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,country
0,2017-11-01,-2.1148643233543956,-489.1736212830731,453.1161855745555,-2.1148643233543956,-2.1148643233543956,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-0.9130469085959095,-0.9130469085959095,-0.9130469085959095,-0.26289284352492887,-0.26289284352492887,-0.26289284352492887,-0.18317593916206126,-0.18317593916206126,-0.18317593916206126,0.0,0.0,0.0,-0.1838939908158847,portugal
1,2017-11-02,-2.0828140202915333,-476.0156710229047,463.8147181741254,-2.0828140202915333,-2.0828140202915333,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-0.5886832892073247,-0.5886832892073247,-0.5886832892073247,0.0420304669508782,0.0420304669508782,0.0420304669508782,-0.1637356302492836,-0.1637356302492836,-0.1637356302492836,0.0,0.0,0.0,-0.8566962120191819,portugal
2,2017-11-03,-2.050763717228671,-447.1795505098434,458.2967121860503,-2.050763717228671,-2.050763717228671,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-1.0380153687010503,-1.0380153687010503,-1.0380153687010503,-0.4334268826411475,-0.4334268826411475,-0.4334268826411475,-0.1376103601509836,-0.1376103601509836,-0.1376103601509836,0.0,0.0,0.0,0.07796053882918431,portugal
3,2017-11-04,-2.018713414165809,-439.7562698734666,492.53265229581984,-2.018713414165809,-2.018713414165809,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-1.0634230531320124,-1.0634230531320124,-1.0634230531320124,-0.49088259499890263,-0.49088259499890263,-0.49088259499890263,-0.10556233222419054,-0.10556233222419054,-0.10556233222419054,0.0,0.0,0.0,0.12803296812494416,portugal
4,2017-11-05,-1.9866631111029467,-455.51807349653023,474.21796891349805,-1.9866631111029467,-1.9866631111029467,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-1.009009517839757,-1.009009517839757,-1.009009517839757,-0.47351158526549275,-0.47351158526549275,-0.47351158526549275,-0.06851980666534498,-0.06851980666534498,-0.06851980666534498,0.0,0.0,0.0,0.017898876741068936,portugal
5,2017-11-06,-1.9546128080400842,-488.44218063175003,445.4738770488958,-1.9546128080400842,-1.9546128080400842,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,1.5211874384031974,1.5211874384031974,1.5211874384031974,2.015712820350028,2.015712820350028,2.015712820350028,-0.027547256037911222,-0.027547256037911222,-0.027547256037911222,0.0,0.0,0.0,-4.92794525857266,portugal
6,2017-11-07,-1.9225625049772221,-476.69433912478024,501.6807179411774,-1.9225625049772221,-1.9225625049772221,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-0.84781914117434,-0.84781914117434,-0.84781914117434,-0.3970293808743317,-0.3970293808743317,-0.3970293808743317,0.01618836560891096,0.01618836560891096,0.01618836560891096,0.0,0.0,0.0,-0.2925772131534459,portugal
7,2017-11-08,-1.89051220191436,-509.90727217032827,454.32961798529436,-1.89051220191436,-1.89051220191436,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-0.6684168074909506,-0.6684168074909506,-0.6684168074909506,-0.26289284352573666,-0.26289284352573666,-0.26289284352573666,0.06145416194370537,0.06145416194370537,0.06145416194370537,0.0,0.0,0.0,-0.6268620713880763,portugal
8,2017-11-09,-1.8584618988514976,-492.2537560327979,447.45299813375743,-1.8584618988514976,-1.8584618988514976,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-0.3179581747428495,-0.3179581747428495,-0.3179581747428495,0.04203046694620739,0.04203046694620739,0.04203046694620739,0.10698948421986246,0.10698948421986246,0.10698948421986246,0.0,0.0,0.0,-1.2675487456635453,portugal
9,2017-11-10,-1.826411595788635,-479.0219249380913,470.74840976493533,-1.826411595788635,-1.826411595788635,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-0.7488604375138951,-0.7488604375138951,-0.7488604375138951,-0.43342688263827106,-0.43342688263827106,-0.43342688263827106,0.15154457103329533,0.15154457103329533,0.15154457103329533,0.0,0.0,0.0,-0.4586842090859065,portugal
10,2017-11-11,-1.794361292725773,-499.25961835275393,449.4077232961519,-1.794361292725773,-1.794361292725773,-0.4669781259089193,-0.4669781259089193,-0.4669781259089193,-0.763942289213426,-0.763942289213426,-0.763942289213426,-0.49088259499805453,-0.49088259499805453,-0.49088259499805453,0.19391843169354778,0.19391843169354778,0.19391843169354778,0.0,0.0,0.0,-0.4235728190848836,portugal
