,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,country
0,2017-11-01,35.8604045182789,-254.17093841634693,285.92404369263187,35.8604045182789,35.8604045182789,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,-0.28834918337194065,-0.28834918337194065,-0.28834918337194065,-0.14676770076995937,-0.14676770076995937,-0.14676770076995937,0.17237335157341754,0.17237335157341754,0.17237335157341754,0.0,0.0,0.0,25.520086160045725,germany
1,2017-11-02,36.30403798737477,-222.36751836558705,305.20475419468426,36.30403798737477,36.30403798737477,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,0.2534510890690541,0.2534510890690541,0.2534510890690541,0.4145199621837493,0.4145199621837493,0.4145199621837493,0.15288596106070368,0.15288596106070368,0.15288596106070368,0.0,0.0,0.0,45.505335952879214,germany
2,2017-11-03,36.74767145647064,-217.8800860861176,306.3580892418926,36.74767145647064,36.74767145647064,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,0.1319331110087512,0.1319331110087512,0.1319331110087512,0.3131314338025963,0.3131314338025963,0.3131314338025963,0.13275651138155375,0.13275651138155375,0.13275651138155375,0.0,0.0,0.0,41.5959060740503,germany
3,2017-11-04,37.191304925566506,-267.0922423092805,262.1700170822201,37.191304925566506,37.191304925566506,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,-0.8595791185324261,-0.8595791185324261,-0.8595791185324261,-0.6583551150343835,-0.6583551150343835,-0.6583551150343835,0.11273083067735626,0.11273083067735626,0.11273083067735626,0.0,0.0,0.0,5.222435820577372,germany
4,2017-11-05,37.63493839466238,-242.99743682938973,294.12225851929776,37.63493839466238,37.63493839466238,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,-0.475660504055386,-0.475660504055386,-0.475660504055386,-0.2552787790023504,-0.2552787790023504,-0.2552787790023504,0.09357310912236325,0.09357310912236325,0.09357310912236325,0.0,0.0,0.0,19.73348462776387,germany
5,2017-11-06,38.07857186375824,-226.18550318598142,323.79457048581,38.07857186375824,38.07857186375824,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,-0.017943452526355763,-0.017943452526355763,-0.017943452526355763,0.21996705953372836,0.21996705953372836,0.21996705953372836,0.07604432211531473,0.07604432211531473,0.07604432211531473,0.0,0.0,0.0,37.39531081724947,germany
6,2017-11-07,38.52220533285412,-229.88090439256044,313.319607138953,38.522205332854114,38.522205332854114,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,-0.1402912466312943,-0.1402912466312943,-0.1402912466312943,0.11278313929007143,0.11278313929007143,0.11278313929007143,0.06088044825403309,0.06088044825403309,0.06088044825403309,0.0,0.0,0.0,33.11787712372132,germany
7,2017-11-08,38.965838801949985,-251.06441122398346,277.2764015875567,38.965838801949985,38.965838801949985,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,-0.41195145257730525,-0.41195145257730525,-0.41195145257730525,-0.1467677007695575,-0.1467677007695575,-0.1467677007695575,0.0487710823676511,0.0487710823676511,0.0487710823676511,0.0,0.0,0.0,22.913804906593565,germany
8,2017-11-09,39.40947227104586,-218.91704064053081,328.51769180605527,39.40947227104586,39.40947227104586,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,0.14090416241470521,0.14090416241470521,0.14090416241470521,0.4145199621837276,0.4145199621837276,0.4145199621837276,0.04033903440637643,0.04033903440637643,0.04033903440637643,0.0,0.0,0.0,44.96243095260312,germany
9,2017-11-10,39.85310574014173,-211.2647712521234,311.79334908430275,39.85310574014173,39.85310574014173,-0.3139548341753988,-0.3139548341753988,-0.3139548341753988,0.035298078865888205,0.035298078865888205,0.035298078865888205,0.3131314338015747,0.3131314338015747,0.3131314338015747,0.036121479239712304,0.036121479239712304,0.036121479239712304,0.0,0.0,0.0,41.25984380960783,germany
